source	target	weight
rhetoric	song	3
microprocessor	device	2
access	accounts	3
used	achieve	4
major	conflict	2
internet	communication	3
speciality	not	3
may	outcomes	3
although	tls	3
insects	feed	4
cryptographic	incorporates	2
typical	runs	3
damaged	damage	4
late	longest	3
war	empire	4
underlying	cause	3
memory	delivery	4
half	1st	4
allocation	home	4
130	dollar	2
artist	use	3
certain	ethnic	3
boat	1943	2
organ	protects	3
organism	surroundings	4
next	widely	2
access	unix	2
effect	antiviral	2
means	material	2
states	mexico	4
three	governed	3
done	environment	2
league	aim	2
period	also	4
much	axis	3
bellini	still	2
gland	testes	2
literary	fiction	4
1894	ran	3
storage	main	4
economic	help	3
designed	dependencies	3
arthropods	fleas	2
either	enlarger	3
probes	software	3
additionally	exported	3
tampering	forging	4
hypodermis	forms	3
axis	widespread	4
observing	available	2
classic	mesoamerican	3
exhalation	process	4
bios	examples	4
records	gross	2
subject	figure	3
ultimately	fall	2
chairman	senate	4
ratified	iso	3
distant	organs	3
unit	unit	3
specifically	processing	4
temperature	significant	2
also	particular	3
tradition	known	3
illustrates	essence	4
nationalism	humiliation	2
eastern	russia	2
2003	standard	6
wora	meaning	4
1975	ended	4
media	blending	2
europe	height	4
bone	kidney	4
three	uncontested	4
little	1917	4
effective	vaccination	2
large	cities	4
used	dead	2
memory	primary	7
restored	created	4
buffer	timing	2
refers	processing	2
fewer	level	3
data	items	8
not	powers	2
management	charles	4
rolyat	broadway	2
poland	refused	2
refused	plan	4
access	read	4
1968	spring	3
called	system	6
france	central	2
immune	share	4
usually	exposure	2
applications	servers	5
android	version	2
william	george	3
site	surface	2
perspective	popularity	2
viral	gastroenteritis	4
many	develop	2
central	hungary	3
suggest	transformations	4
fast	times	3
performance	united	2
teenage	different	2
creating	practiced	3
fluid	interstitial	3
photographic	invisible	3
along	network	2
daae	obsession	3
woodrow	prime	3
industrial	stalemate	2
first	great	2
ruled	area	4
laurents	bernstein	2
october	known	3
vertebrates	control	2
onto	single	4
key	also	2
carries	computer	3
physical	continuum	3
meaning	virus	4
infection	muscle	3
system	wide	2
preferred	length	4
dynastic	politics	4
hardware	microprocessors	3
describing	pathogen	2
immunoglobulin	ivig	4
styles	diverse	3
national	17th	3
maguire	novel	4
times	presented	4
1927	1943	3
ediss	joined	2
casualty	rate	4
versailles	awarding	3
oxygen	materials	2
civilization	peoples	2
provides	communications	2
removes	plasma	4
greater	104	4
concentrated	lymph	4
states	musical	2
former	tributary	4
although	different	3
goodpasture	quickly	2
one	subclavian	3
diet	maize	3
baltic	states	4
formerly	shboom	2
provides	access	3
impressions	printed	4
whose	damaged	3
normally	prospective	2
grand	typified	3
found	art	2
region	campaigns	2
device	however	3
rhythm	types	3
time	needed	4
modern	styles	4
programming	many	3
film	wizard	4
microprocessors	use	4
opposing	viewpoints	3
intrinsic	process	3
bombs	cities	3
includes	marrow	3
war	outbreak	4
time	forms	3
said	1939	2
imposed	new	2
gain	popularity	4
speculative	ahistorical	4
network	secure	2
transport	amino	3
otherwise	verifier	4
designed	sentimental	3
546	performances	4
iso	1998	2
detect	pain	4
sun	java	7
fixed	length	3
filtered	blood	5
greek	myo	4
solution	salty	2
heavy	industry	4
adjustments	sides	3
personnel	including	4
especially	heavy	3
rationing	allocation	3
stelae	ceramics	4
sockets	layer	4
one	typically	2
divided	amongst	4
june	axis	2
hungarian	stopped	2
elaborate	facades	3
title	role	8
just	sent	4
stored	cache	7
body	three	2
taken	offensive	4
000	disease	6
roles	wars	2
novels	type	4
anything	else	4
prevailing	opinion	4
however	including	5
narrative	describes	2
online	often	2
amateur	particularly	2
talent	technical	2
considers	counterpart	4
comprises	including	2
abandonment	shift	2
musicals	smaller	2
material	either	3
refers	computer	3
part	practised	2
states	bloc	3
smart	shows	4
1941	powers	2
history	fantasy	3
fluid	contact	3
followed	among	4
007	able	3
antibodies	disease	2
onset	three	2
secret	protocol	2
ssh	distinguishes	2
internal	microprocessors	3
many	respiration	3
will	people	3
describe	novel	3
provides	authentication	4
small	integrated	3
immunity	viral	3
complex	mythological	4
1948	first	4
july	declared	2
robbins	produced	4
zoroastrian	homeric	3
wars	rapidly	2
treatments	despite	4
agonies	faith	2
various	including	3
gland	pancreas	6
protection	stability	3
pact	historians	4
recovery	integration	3
causes	genetics	3
january	london	3
similar	asia	2
texcoco	referred	4
language	provided	2
conception	empire	4
international	operation	4
inform	particular	2
scala	java	2
selected	movement	3
around	monuments	2
rash	people	4
refers	better	2
single	novel	2
may	used	16
explore	erotica	2
number	productions	2
contains	cpu	4
movement	founded	4
overthrew	central	2
directed	wayne	4
atomic	japanese	3
lyrics	dam	4
developing	also	2
damage	often	4
network	intrinsic	3
direction	tanner	3
key	although	3
form	data	3
syntax	reminiscent	4
well	characters	2
exocrine	system	4
way	permits	4
program	data	4
suggest	words	2
setting	temporal	3
one	knowledge	8
expanded	nations	4
border	described	2
skill	elements	2
category	role	3
strengths	resource	2
literature	cultures	2
buffer	adjusts	3
protects	cases	2
migrated	westward	4
island	texcoco	3
depression	used	3
microprocessors	stack	3
scalable	designed	2
litovsk	constituted	4
capita	amount	2
well	battle	2
term	narrative	2
body	inhalation	2
impairments	well	4
1950s	ethnic	4
germany	invaded	4
personal	computer	4
types	forms	3
central	groups	2
file	processing	2
genre	described	3
well	evidence	3
19th	part	2
start	people	3
generic	english	4
available	provided	2
aspects	whole	2
caused	including	2
around	july	3
water	vehicle	3
depressive	symptom	2
focused	speech	3
elements	external	3
london	number	3
system	involved	4
perceived	resonance	2
operate	order	4
synonymous	primary	3
sex	show	2
often	describe	3
impact	outcome	4
war	trapped	3
author	set	2
almost	complete	4
termed	scale	2
alliance	alliance	4
benefited	combat	4
independently	thomas	2
particular	audiences	4
although	oil	4
internal	regions	4
relicensed	gnu	2
consolidated	control	4
lymphatic	abdomen	2
system	distant	2
musicals	amateur	2
physical	mental	4
parameters	named	4
surrender	may	4
performances	going	4
intel	introduced	3
per	day	4
martial	figure	2
define	poetics	2
mesoamerican	region	4
fall	last	4
theatre	theatrical	5
assembled	modelling	3
level	memory	7
implementations	sun	4
roundworms	ticks	2
artificiality	reform	4
continually	habitats	3
prime	britain	2
categories	reserved	3
registers	instructions	3
branch	infections	2
distinction	contexts	3
storage	media	4
others	evolved	3
mozart	began	4
new	latin	4
china	soviet	2
rebuild	european	3
origins	evolutionary	3
britain	film	3
scenes	novel	4
reveal	ideological	4
possessing	continuous	4
point	readers	3
rhythm	sometimes	4
tend	occur	4
may	spasms	2
cutler	hicks	4
unit	cpu	7
eventually	forming	4
000	1990	13
arithmetic	unit	3
nations	aim	3
form	selected	2
demyelinating	insulating	3
euphony	much	4
bodied	invertebrates	4
poets	often	4
stephen	choreography	2
choreographed	included	3
triple	city	3
harrigan	america	3
industry	least	4
debate	nahua	2
warde	wilhelm	3
exist	relies	2
rws	memory	2
painting	except	4
crisis	war	3
comedies	works	2
discourse	aims	3
subsequently	invaded	4
works	walter	3
originally	nanotronics	3
two	friends	3
mexican	first	2
400	olmec	2
major	including	2
state	department	4
stroustrup	labs	3
types	cultures	2
opposing	rivalry	2
read	party	2
telling	film	2
ottoman	empire	12
measles	signs	2
united	similar	2
end	show	4
shell	berkeley	3
cleared	renewal	3
saw	opera	2
sculpture	stone	4
types	cryptographic	4
used	treat	8
actor	running	2
circuits	one	2
romances	historical	3
protein	organs	3
film	directed	3
range	helical	3
also	advanced	4
tissue	bundles	2
1998	iso	7
vessels	fluid	4
symptoms	not	3
unit	integrated	2
transport	function	4
flexibility	design	3
state	military	3
civilization	first	4
pretty	one	2
printmaking	may	2
mexica	aztec	5
don	quixote	8
takes	respiratory	3
application	transport	6
western	foundations	3
hard	heavy	2
city	established	4
known	disease	7
system	performs	4
warsaw	not	2
interoperability	scala	2
states	rebuild	4
european	end	3
severe	fibromyalgia	3
stunning	german	2
signaling	factors	2
not	described	2
may	costumes	2
kansas	several	3
develop	consistency	3
assembled	alliances	2
rudbeck	unlike	2
16th	peri's	2
plastic	arts	4
communicated	music	3
dan	rolyat	4
circulated	vascular	2
hit	data	2
regimes	europe	2
various	productions	2
south	mexico	3
majority	world's	4
stress	severe	3
unit	fetches	4
longest	musical	4
mesoamerican	laid	3
globulin	tetanus	2
time	compared	4
compiled	franciscan	4
increased	title	2
almost	ancient	2
represented	numeral	3
conflicts	reveal	3
secret	consists	2
government	ultimately	4
king	expected	3
far	mexico	2
art	discourse	2
host	range	4
walls	route	2
2015	support	3
800	1000	4
mexica	often	5
risk	genes	2
1918	eleventh	6
centered	began	3
part	western	8
disease	agents	3
types	matrices	4
women	early	2
physically	data	2
kingship	normally	2
disturbance	joint	4
require	input	3
broadway	debut	4
endocrine	endocrinology	2
protocols	berkeley	4
musical	daly's	3
caucasus	sinai	3
less	ducts	3
may	typically	2
teotihuacan	used	2
significant	derision	4
experiments	atonality	2
characterisation	representative	2
gnu	public	3
2003	original	4
self	proclaimed	4
population	term	4
zinc	polymer	4
first	developments	4
soviet	led	4
nation	world	3
britain	theatre	2
obsidian	tools	4
teotihuacan	fine	3
alliance	subsidiary	3
increased	number	4
ended	republic	2
speed	example	4
alveoli	sacs	3
data	access	3
ducts	addition	2
allied	invasion	4
resource	applications	3
general	computer	2
yemen	united	4
1918	combatants	3
four	cases	3
pyramid	temples	4
killed	industrial	2
german	paris	3
processed	stored	4
mechanical	rotation	2
people	often	4
nations	germany's	2
user	forged	2
pact	soviet	3
century	mexico	3
whole	single	2
1697	rule	2
material	paint	4
grossmith	broadway	2
aesthetics	objectively	2
works	historical	7
musical	humor	4
macroparasites	tapeworms	4
aimed	asia	3
superpowers	political	2
damaged	economic	2
griffith	marked	2
somewhat	capita	2
national	traditions	4
groups	churches	4
tension	powers	2
worldwide	various	3
color	transformations	2
including	scales	3
plan	dragonfly	4
human	figure	8
forms	diverse	2
multiple	parallel	2
surrounds	coat	3
sensation	terrestrial	2
1941	campaigns	3
vaccine	wound	3
germany	provision	3
along	large	4
body	begins	3
moved	away	4
animals	immune	3
facilities	low	4
song	attempts	2
teotihuacan	teotihuacano	4
developing	world	4
mutiny	even	3
technical	integrated	2
historical	mythological	4
controversy	particular	3
optional	parameters	6
city	americas	2
spread	ways	3
film	series	4
client	web	3
influenced	newer	2
users	contained	4
core	computer	3
scala	functional	4
justified	know	3
influence	great	3
documented	presence	2
meaning	java	3
epidermis	layer	2
scroll	painting	4
part	neutral	2
people	usually	4
recorded	knowledge	2
novel	gaston	2
ethnic	mexico	2
code	language	2
proxemic	characters	4
issue	japanese	4
explore	subgenre	3
fifth	centuries	3
state	state	5
constituted	victory	2
based	transistors	4
1957	came	2
types	scala	4
national	redrawn	3
focus	love	2
stage	reparations	3
immune	hosts	2
politics	system	2
worldwide	gdp	4
hypothalamus	neural	4
difference	rate	5
forms	exist	2
encompassing	peninsula	3
part	comprising	2
clark	charles	3
paracrine	relatively	2
incidence	less	3
including	type	3
two	types	3
warde	success	2
despite	widespread	3
friends	wicked	3
visited	privacy	2
show	removed	2
modern	western	4
comedies	director	2
registers	supply	4
screens	silk	3
display	result	3
pushing	boundaries	4
novel	including	4
invasion	japanese	4
implementation	changed	3
snowden	national	3
although	whether	2
may	functions	3
across	onwards	2
respectively	archipelago	2
techniques	diverse	3
evolved	pieces	3
canons	rhetoric	4
supply	alu	3
environmental	evidence	3
painting	may	4
historical	emily	2
cause	not	4
organisms	influenza	2
begins	common	2
regimes	mongolia	3
kilometres	world	2
european	world	2
jr.	williams	3
scales	hooves	3
blue	neighborhood	3
donizetti	bellini	4
flexibility	highlights	2
score	contains	4
another	stored	2
network	client	4
layer	hypodermis	4
unit	circuitry	2
diseases	million	3
upon	marvellous	4
main	critics	3
transport	methods	2
aluminum	polymer	4
leader	sharks	4
invasion	body	2
supporting	communist	3
since	1600	2
hardly	burlesque	3
drama	comedy	3
unable	function	4
continues	new	2
thus	asia	2
evidence	renowned	2
storage	devices	4
also	language	2
delivered	serbia	2
competitions	first	2
agriculture	villages	3
since	ivanovsky's	3
operate	symbols	3
pressures	time	2
higher	rank	4
sing	steps	2
formed	enters	2
monuments	construction	3
edwardian	styled	2
theatre	theatre	2
needed	complete	4
cache	occurs	8
residential	districts	4
perform	combining	2
events	form	3
reserved	1935	2
included	withdrawal	2
virions	two	3
populations	autoimmune	2
limitations	include	4
third	19th	4
consist	parts	2
difference	received	2
high	features	3
population	sclerosis	3
papyrus	plastics	2
programming	resource	3
system	data	2
competed	latin	3
element	historical	4
large	language	2
bundles	anchor	4
known	two	2
three	genetic	3
manners	persons	2
must	include	4
power	architectures	3
figaro	giovanni	4
agents	viruses	3
rhetoric	central	3
rate	reading	3
class	conflicts	3
served	cache	7
bce	pre	6
dark	sophisticated	3
also	found	4
blockade	first	3
destruction	mad	4
specifications	clock	2
cryptographic	encrypted	4
productions	debut	2
tradition	testing	3
famous	sculptures	4
saw	cultural	2
drum	required	2
sensitive	transactions	4
american	romance	2
including	desktop	4
fell	1932	3
territories	ocean	3
countries	war	2
outer	gas	2
control	center	4
historical	romances	4
next	meanwhile	3
called	lungs	5
produce	disease	3
cultures	survived	2
confer	acquired	3
runaway	two	2
australasia	canada	3
side	civil	6
sophistication	one	2
lincoln	neighborhood's	2
risk	among	3
now	juan	3
developed	bjarne	4
sucking	disease	3
550	first	2
maya	known	2
rise	conditions	3
opened	palmer's	4
refusal	surrender	3
screens	synthetic	2
syndrome	abnormalities	2
transmissible	disease	6
london	ran	2
efficient	stack	2
protocol	additional	2
receiving	france	2
accounts	like	3
detail	millions	3
high	cities	4
causes	sense	2
composed	sites	2
robert	griffith	4
victory	western	5
viral	immune	3
crash	october	4
revenue	profits	4
peoples	significant	4
advanced	type	4
programming	developed	3
defined	sculpted	2
kinds	water	2
set	around	4
third	connections	2
alliance	germany	6
tissues	lymphocytes	3
movement	entertainment	2
lymph	systems	2
million	king	2
referred	sockets	4
practice	durable	3
powers	asia	2
proofs	exist	3
neurological	often	3
respiratory	systems	8
german	nullified	3
clark	gable	4
reverses	asia	3
interpretations	similarly	4
globe	propaganda	2
materials	worked	3
revues	frothy	4
bond	series	3
one	instances	3
serbia	international	3
united	nato	3
provided	programs	2
language	dominated	4
not	another	2
exercises	united	3
romance	attracted	2
german	contributing	2
hardly	dozen	2
supply	store	2
product	unknown	4
architecture	developed	5
well	oral	3
news	market	3
formed	public	3
transfer	increases	4
tributary	empire	4
laid	form	2
terms	written	3
store	due	2
front	successful	2
musical's	book	4
secondary	rom	3
series	november	2
queue	fifo	4
variable	length	4
union	german	2
necessity	environment	3
level	musical	2
immediate	popularity	4
aztec	saw	3
started	late	2
squashes	peppers	3
1939	wizard	3
glands	organism	4
historical	insert	2
american	watercolour	2
organs	process	2
surpassed	lion	4
event	2011	3
alveoli	air	4
ending	2011	3
general	language	2
distant	major	2
helped	establish	4
water	miscible	4
offered	soviet	3
however	works	6
1939	1945	4
effective	impersonation	4
leading	simply	2
available	supportive	4
attacks	symptoms	4
